experience_level,employment_type,job_title,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category
Mid-level,Full-time,"Data Scientist",102500,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Engineer",186600,"United States",Remote,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",116500,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",80000,Argentina,Remote,Argentina,M,"Data Engineering"
Senior,Full-time,"Data Engineer",60000,Argentina,Remote,Argentina,M,"Data Engineering"
Senior,Full-time,"Machine Learning Scientist",222000,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Scientist",138000,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Analyst",207300,Canada,Remote,Canada,M,"Data Analysis"
Senior,Full-time,"Data Analyst",149200,Canada,Remote,Canada,M,"Data Analysis"
Senior,Full-time,"Machine Learning Scientist",292000,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Scientist",164500,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Scientist",292200,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Engineer",163800,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",126000,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"AI Scientist",120000,Germany,Remote,Germany,M,"Machine Learning and AI"
Senior,Full-time,"Computer Vision Engineer",280000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Computer Vision Engineer",210000,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Machine Learning Engineer",200000,"United States",Remote,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Machine Learning Engineer",170000,"United States",Remote,"United States",M,"Machine Learning and AI"
Executive,Full-time,"Director of Data Science",225000,"United States",Remote,"United States",M,"Data Science and Research"
Executive,Full-time,"Director of Data Science",175000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Science Consultant",189750,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Science Consultant",131100,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Analyst",123400,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",82200,"United States",Remote,"United States",M,"Data Analysis"
Executive,Full-time,"Applied Machine Learning Engineer",225000,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Analytics Engineer",50000,Nigeria,Remote,Nigeria,S,"Leadership and Management"
Senior,Full-time,"Data Engineer",161800,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",121400,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Research Scientist",285000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Scientist",193900,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Analytics Engineer",240000,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Analytics Engineer",196000,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Data Scientist",214000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Decision Scientist",170000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Decision Scientist",155000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Analyst",98000,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Machine Learning Engineer",199000,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",260000,"United States",Remote,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Research Engineer",105066,"United Kingdom",Hybrid,"United Kingdom",S,"Data Science and Research"
Mid-level,Full-time,"Data Engineer",110736,"United Kingdom",In-person,"United Kingdom",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",86128,"United Kingdom",In-person,"United Kingdom",M,"Data Engineering"
Executive,Full-time,"Data Engineer",145000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Analytics Engineer",289800,"United Kingdom",In-person,"United Kingdom",M,"Leadership and Management"
Senior,Full-time,"Analytics Engineer",214000,"United Kingdom",In-person,"United Kingdom",M,"Leadership and Management"
Senior,Full-time,"Data Analyst",87500,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Scientist",280830,Canada,Remote,Canada,M,"Data Science and Research"
Senior,Full-time,"Data Scientist",173175,Canada,Remote,Canada,M,"Data Science and Research"
Mid-level,Full-time,"BI Developer",92280,"United Kingdom",In-person,"United Kingdom",M,"BI and Visualization"
Mid-level,Full-time,"BI Developer",49216,"United Kingdom",In-person,"United Kingdom",M,"BI and Visualization"
Senior,Full-time,"NLP Engineer",75038,Spain,Remote,Spain,M,"Machine Learning and AI"
Senior,Full-time,"NLP Engineer",64781,Spain,Remote,Spain,M,"Machine Learning and AI"
Senior,Full-time,"NLP Engineer",71475,Italy,Remote,Italy,M,"Machine Learning and AI"
Senior,Full-time,"NLP Engineer",61541,Italy,Remote,Italy,M,"Machine Learning and AI"
Senior,Full-time,"Analytics Engineer",231250,"United States",Remote,"United States",M,"Leadership and Management"
Senior,Full-time,"Analytics Engineer",138750,"United States",Remote,"United States",M,"Leadership and Management"
Mid-level,Full-time,"Machine Learning Engineer",155000,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Data Engineer",242000,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",195000,"United States",In-person,"United States",M,"Data Engineering"
Entry-level,Full-time,"Research Scientist",155000,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Research Scientist",125000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Machine Learning Engineer",140000,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Scientist",183924,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",125760,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Analytics Engineer",430640,"United Kingdom",In-person,"United Kingdom",M,"Leadership and Management"
Senior,Full-time,"Principal Data Scientist",86374,Spain,Remote,Spain,L,"Data Science and Research"
Mid-level,Contract,"ML Engineer",30000,"United States",Remote,"United States",S,"Machine Learning and AI"
Mid-level,Contract,"ML Engineer",25500,"United States",Remote,"United States",S,"Machine Learning and AI"
Senior,Full-time,"Data Scientist",175000,Canada,Remote,Canada,M,"Data Science and Research"
Senior,Full-time,"Data Scientist",120000,Canada,Remote,Canada,M,"Data Science and Research"
Senior,Full-time,"Data Scientist",219000,Canada,In-person,Canada,M,"Data Science and Research"
Senior,Full-time,"Data Scientist",141000,Canada,In-person,Canada,M,"Data Science and Research"
Entry-level,Full-time,"Applied Scientist",213660,"United States",In-person,"United States",L,"Data Science and Research"
Entry-level,Full-time,"Applied Scientist",130760,"United States",In-person,"United States",L,"Data Science and Research"
Senior,Full-time,"Research Engineer",275000,Germany,In-person,Germany,M,"Data Science and Research"
Senior,Full-time,"Research Engineer",174000,Germany,In-person,Germany,M,"Data Science and Research"
Senior,Full-time,"Analytics Engineer",143200,"United Kingdom",Remote,"United Kingdom",M,"Leadership and Management"
Senior,Full-time,"Data Strategist",90000,Canada,In-person,Canada,M,"Data Architecture and Modeling"
Senior,Full-time,"Data Strategist",72000,Canada,In-person,Canada,M,"Data Architecture and Modeling"
Senior,Full-time,"Data Engineer",253200,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Computer Vision Engineer",342810,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Computer Vision Engineer",184590,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Data Analyst",105380,"United States",In-person,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Analyst",64500,"United States",In-person,"United States",M,"Data Analysis"
Entry-level,Full-time,"Compliance Data Analyst",30000,Nigeria,Remote,Nigeria,L,"Data Analysis"
Entry-level,Full-time,"Applied Scientist",204620,"United States",In-person,"United States",L,"Data Science and Research"
Entry-level,Full-time,"Applied Scientist",110680,"United States",In-person,"United States",L,"Data Science and Research"
Senior,Full-time,"Data Engineer",270703,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",221484,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Scientist",212750,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",199098,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Engineer",203300,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",123600,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",231500,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",166000,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Scientist",172500,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",110500,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Engineer",238000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",237000,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",201450,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",193500,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",139000,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Machine Learning Engineer",150000,Portugal,Remote,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Applied Machine Learning Engineer",70179,India,Remote,Germany,S,"Machine Learning and AI"
Mid-level,Full-time,"Machine Learning Engineer",97171,Netherlands,Remote,Netherlands,L,"Machine Learning and AI"
Senior,Full-time,"Business Intelligence Engineer",185900,"United States",In-person,"United States",M,"BI and Visualization"
Senior,Full-time,"Business Intelligence Engineer",129300,"United States",In-person,"United States",M,"BI and Visualization"
Entry-level,Full-time,"Machine Learning Engineer",163196,"United States",In-person,"United States",M,"Machine Learning and AI"
Entry-level,Full-time,"Machine Learning Engineer",145885,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Analyst",202800,"United States",In-person,"United States",L,"Data Analysis"
Senior,Full-time,"Data Analyst",104300,"United States",In-person,"United States",L,"Data Analysis"
Senior,Full-time,"Data Engineer",179170,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",94300,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Analytics Engineer",152500,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Analytics Engineer",116450,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Data Engineer",133800,"United States",In-person,"United States",M,"Data Engineering"
Entry-level,Full-time,"Research Scientist",220000,"United States",Hybrid,"United States",L,"Data Science and Research"
Entry-level,Full-time,"Machine Learning Engineer",56536,Switzerland,Remote,Switzerland,S,"Machine Learning and AI"
Senior,Full-time,"Analytics Engineer",214000,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Machine Learning Engineer",283200,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",188800,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Engineer",161800,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",141600,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Machine Learning Engineer",342300,"United States",In-person,"United States",L,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",176100,"United States",In-person,"United States",L,"Machine Learning and AI"
Entry-level,Full-time,"Data Engineer",85000,"United States",In-person,"United States",M,"Data Engineering"
Entry-level,Full-time,"Data Engineer",65000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Scientist",138784,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",83270,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Machine Learning Engineer",318300,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",212200,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Analytics Engineer",143200,"United States",In-person,"United States",M,"Leadership and Management"
Mid-level,Full-time,"Business Data Analyst",105000,"United States",Hybrid,"United States",L,"Data Analysis"
Mid-level,Full-time,"Data Analyst",46755,"United Kingdom",In-person,"United Kingdom",M,"Data Analysis"
Mid-level,Full-time,"Data Analyst",43064,"United Kingdom",In-person,"United Kingdom",M,"Data Analysis"
Senior,Full-time,"Data Analyst",168400,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",105200,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",55368,"Central African Republic",Remote,"Central African Republic",M,"Data Analysis"
Senior,Full-time,"Data Analyst",43064,"Central African Republic",Remote,"Central African Republic",M,"Data Analysis"
Senior,Full-time,"Data Engineer",220000,"United States",Remote,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Scientist",67672,"United Kingdom",In-person,"United Kingdom",M,"Data Science and Research"
Executive,Full-time,"Staff Data Analyst",15000,Nigeria,In-person,Canada,M,"Data Analysis"
Mid-level,Full-time,"ETL Engineer",86128,"United Kingdom",Remote,"United Kingdom",M,"Data Engineering"
Mid-level,Full-time,"ETL Engineer",58444,"United Kingdom",Remote,"United Kingdom",M,"Data Engineering"
Mid-level,Full-time,"Machine Learning Engineer",250000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Scientist",186000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Research Engineer",200000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data DevOps Engineer",53984,France,Hybrid,France,S,"Data Engineering"
Executive,Full-time,"Data Engineer",205000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Computer Vision Engineer",215000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Computer Vision Engineer",170000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Scientist",224000,Canada,In-person,Canada,M,"Data Science and Research"
Senior,Full-time,"Data Scientist",176000,Canada,In-person,Canada,M,"Data Science and Research"
Senior,Full-time,"Applied Data Scientist",67635,Australia,Remote,Finland,M,"Data Science and Research"
Mid-level,Full-time,"AI Developer",74883,Finland,In-person,Finland,M,"Machine Learning and AI"
Senior,Full-time,"Data Quality Analyst",100000,"United States",In-person,"United States",M,"Data Quality and Operations"
Senior,Full-time,"Data Quality Analyst",80000,"United States",In-person,"United States",M,"Data Quality and Operations"
Senior,Full-time,"Data Scientist",162500,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"AI Developer",200000,"United States",Remote,"United States",M,"Machine Learning and AI"
Executive,Full-time,"Data Engineer",115000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Scientist",239000,"United States",In-person,"United States",L,"Data Science and Research"
Senior,Full-time,"Data Scientist",122900,"United States",In-person,"United States",L,"Data Science and Research"
Senior,Full-time,"Data Scientist",237000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Science Manager",191765,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Science Manager",134236,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Analytics Engineer",112000,"United States",Remote,"United States",M,"Leadership and Management"
Senior,Full-time,"Data Scientist",88256,Spain,Remote,"United Kingdom",L,"Data Science and Research"
Senior,Full-time,"Data Analyst",105500,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Research Engineer",293000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Analyst",148500,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Analytics Engineer",152900,"United States",Remote,"United States",M,"Leadership and Management"
Senior,Full-time,"Analytics Engineer",117100,"United States",Remote,"United States",M,"Leadership and Management"
Senior,Full-time,"Analytics Engineer",173000,"United States",Remote,"United States",M,"Leadership and Management"
Senior,Full-time,"Analytics Engineer",113000,"United States",Remote,"United States",M,"Leadership and Management"
Executive,Full-time,"Data Engineer",175000,"United States",In-person,"United States",M,"Data Engineering"
Executive,Full-time,"Data Engineer",110000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Research Scientist",110000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Applied Scientist",205000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Analyst",149500,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",127075,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Engineer",219535,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",146115,"United States",Remote,"United States",M,"Data Engineering"
Executive,Full-time,"Analytics Engineer",221000,"United States",Remote,"United States",M,"Leadership and Management"
Executive,Full-time,"Analytics Engineer",153000,"United States",Remote,"United States",M,"Leadership and Management"
Senior,Full-time,"Data Analyst",187000,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Engineer",109000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Analyst",142000,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Manager",198800,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Data Manager",105200,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Data Analyst",112000,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Manager",115000,"United States",Remote,"United States",M,"Leadership and Management"
Senior,Full-time,"Data Manager",86000,"United States",Remote,"United States",M,"Leadership and Management"
Senior,Full-time,"Data Analyst",106000,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"AI Developer",275000,Canada,In-person,Canada,S,"Machine Learning and AI"
Senior,Freelance,"Machine Learning Researcher",50000,Ukraine,Hybrid,Ukraine,S,"Machine Learning and AI"
Mid-level,Full-time,"Machine Learning Engineer",280700,"United States",Remote,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Machine Learning Engineer",150450,"United States",Remote,"United States",M,"Machine Learning and AI"
Entry-level,Full-time,"Data Scientist",51861,Canada,Remote,Canada,L,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",93918,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",51962,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Analyst",175000,Canada,Remote,Canada,M,"Data Analysis"
Senior,Full-time,"Data Analyst",135000,Canada,Remote,Canada,M,"Data Analysis"
Senior,Full-time,"Data Engineer",222000,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Scientist",133200,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Engineer",147000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Scientist",238000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",156000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Machine Learning Engineer",304000,"United States",Remote,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Big Data Engineer",48585,Spain,Remote,Spain,M,"Data Engineering"
Mid-level,Full-time,"Research Scientist",198340,"United Kingdom",In-person,"United Kingdom",M,"Data Science and Research"
Mid-level,Full-time,"Research Scientist",104055,"United Kingdom",In-person,"United Kingdom",M,"Data Science and Research"
Senior,Full-time,"Data Engineer",183600,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Specialist",130000,"United States",In-person,"United States",M,"Data Management and Strategy"
Senior,Full-time,"Data Analytics Manager",160000,"United States",Remote,"United States",M,"Leadership and Management"
Senior,Full-time,"Data Analytics Manager",120000,"United States",Remote,"United States",M,"Leadership and Management"
Senior,Full-time,"Machine Learning Engineer",289076,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",202353,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Scientist",157750,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",104650,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",180000,"United States",Remote,"United States",M,"Data Science and Research"
Executive,Full-time,"Data Scientist",200000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Lead Data Analyst",68000,"United States",In-person,"United States",L,"Data Analysis"
Entry-level,Full-time,"BI Data Engineer",60000,"United States",Remote,"United States",M,"Data Engineering"
Entry-level,Full-time,"Research Engineer",155000,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Research Engineer",125000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Machine Learning Engineer",181000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Scientist",252000,"United States",In-person,"United States",M,"Data Science and Research"
Executive,Full-time,"Data Architect",180000,"United States",In-person,"United States",M,"Data Architecture and Modeling"
Executive,Full-time,"Data Architect",155000,"United States",In-person,"United States",M,"Data Architecture and Modeling"
Entry-level,Full-time,"Data Analyst",64200,"United States",Remote,"United States",M,"Data Analysis"
Entry-level,Full-time,"Data Analyst",56100,"United States",Remote,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Manager",135000,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Data Scientist",171250,Ireland,In-person,Ireland,M,"Data Science and Research"
Senior,Full-time,"Data Scientist",113750,Ireland,In-person,Ireland,M,"Data Science and Research"
Senior,Full-time,"Data Analyst",153600,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",100500,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Machine Learning Engineer",115000,Canada,Remote,Canada,M,"Machine Learning and AI"
Mid-level,Full-time,"Data Analyst",182500,"United States",In-person,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Analyst",121500,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Engineer",203100,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",114500,"United States",In-person,"United States",M,"Data Engineering"
Entry-level,Full-time,"Data Engineer",92700,"United States",Remote,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Architect",167500,"United States",In-person,"United States",M,"Data Architecture and Modeling"
Mid-level,Full-time,"Data Architect",106500,"United States",In-person,"United States",M,"Data Architecture and Modeling"
Entry-level,Full-time,"Data Engineer",59888,Netherlands,Remote,Netherlands,L,"Data Engineering"
Executive,Full-time,"Data Engineer",286000,"United States",Remote,"United States",M,"Data Engineering"
Executive,Full-time,"Data Engineer",207000,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",178600,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Machine Learning Scientist",230000,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Machine Learning Scientist",220000,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Research Scientist",210000,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Research Scientist",151800,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",317070,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",170730,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Business Data Analyst",21593,Spain,In-person,Spain,M,"Data Analysis"
Senior,Full-time,"AI Developer",108000,Ukraine,In-person,Ukraine,M,"Machine Learning and AI"
Senior,Full-time,"AI Developer",60000,Ukraine,In-person,Ukraine,M,"Machine Learning and AI"
Mid-level,Full-time,"MLOps Engineer",134000,"United States",Remote,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"MLOps Engineer",124000,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Engineer",124500,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Analyst",148700,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",125600,"United States",In-person,"United States",M,"Data Analysis"
Entry-level,Full-time,"Research Engineer",120000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Analyst",185000,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",120250,"United States",Remote,"United States",M,"Data Analysis"
Mid-level,Full-time,"Machine Learning Engineer",135000,"United States",Hybrid,"United States",L,"Machine Learning and AI"
Mid-level,Full-time,"Data Engineer",143865,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",115092,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Machine Learning Engineer",90000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Scientist",173000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",132000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Analyst",208049,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",128500,"United States",In-person,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Engineer",149600,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Analyst",190000,"United States",Remote,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Scientist",97171,Ireland,In-person,Ireland,M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",80976,Ireland,In-person,Ireland,M,"Data Science and Research"
Mid-level,Full-time,"Data Engineer",151000,"United States",In-person,"United States",M,"Data Engineering"
Entry-level,Full-time,"Applied Machine Learning Scientist",43187,Germany,Hybrid,Germany,M,"Machine Learning and AI"
Senior,Full-time,"Data Engineer",145000,Canada,Remote,Canada,M,"Data Engineering"
Mid-level,Full-time,"Data Analyst",143000,"United States",In-person,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Scientist",79976,"United Kingdom",In-person,"United Kingdom",M,"Data Science and Research"
Entry-level,Full-time,"Data Scientist",190000,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Data Scientist",120000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",110736,"United Kingdom",In-person,"United Kingdom",M,"Data Science and Research"
Senior,Full-time,"Data Engineer",111000,"United States",In-person,"United States",M,"Data Engineering"
Executive,Full-time,"Data Engineer",265000,"United States",In-person,"United States",M,"Data Engineering"
Executive,Full-time,"Data Engineer",235000,"United States",In-person,"United States",M,"Data Engineering"
Entry-level,Full-time,"Data Scientist",122638,Switzerland,Hybrid,Switzerland,L,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",73546,Germany,Remote,Germany,M,"Data Science and Research"
Mid-level,Full-time,"Data Engineer",60400,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Lead Data Scientist",172309,Ireland,Remote,Ireland,L,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",60462,Austria,Remote,Germany,M,"Data Science and Research"
Mid-level,Full-time,"Data Analyst",83500,"United States",Remote,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Analyst",52500,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Scientist",201036,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",134024,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Data Engineer",62000,"United States",Remote,"United States",M,"Data Engineering"
Entry-level,Full-time,"Data Engineer",58000,"United States",Remote,"United States",M,"Data Engineering"
Entry-level,Full-time,"Data Engineer",125000,"United States",In-person,"United States",M,"Data Engineering"
